iter	RMSE
711	387.4361116
712	387.3482213
713	387.3113257
714	387.2788964
715	387.1678292
716	387.0576946
717	386.9218766
718	386.8615504
719	386.7976824
720	386.7373243
721	386.6422375
722	386.5409299
723	386.4576024
724	386.3292913
725	386.2454191
726	386.1593691
727	386.0862417
728	385.9637446
729	385.7709248
730	385.5882699
731	385.450211
732	385.2282225
733	385.0220699
734	384.9128963
735	384.78697
736	384.6283498
737	384.4156827
738	384.3620068
739	384.2412944
740	384.079382
741	384.0280008
742	383.8745829
743	383.7510084
744	383.6063401
745	383.4694074
746	383.3198138
747	383.1895294
748	383.1306743
749	383.0972107
750	382.9678301
751	382.8508903
752	382.8035394
753	382.648351
754	382.5926058
755	382.4927822
756	382.3763198
757	382.2857598
758	382.1744676
759	382.1336235
760	382.0451232
761	381.9667411
762	381.9138049
763	381.8033789
764	381.7634398
765	381.6574617
766	381.5644623
767	381.5150602
768	381.4127443
769	381.3631263
770	381.2481626
771	381.1163354
772	380.8827754
773	380.7579253
774	380.6852238
775	380.6485415
776	380.5598775
777	380.4395431
778	380.3372896
779	380.2009606
780	380.0553396
781	379.8984758
782	379.8040873
783	379.6963776
784	379.5980833
785	379.5544372
786	379.4607279
787	379.3560519
788	379.2573738
789	379.1549752
790	379.0725085
791	378.9518403
792	378.8443081
793	378.7492917
794	378.6488011
795	378.5582623
796	378.4771576
797	378.4140153
798	378.235356
799	378.0133328
800	377.8663003
801	377.695744
802	377.5817936
803	377.5007855
804	377.4189965
805	377.3078841
806	377.2256483
807	377.149074
808	376.9840238
809	376.888761
810	376.7126362
811	376.6656293
812	376.5631565
813	376.4839537
814	376.3543031
815	376.2940606
816	375.9369066
817	375.8325932
818	375.7919073
819	375.6780165
820	375.596858
821	375.4943141
822	375.3580736
823	375.277281
824	375.2010432
825	375.1021536
826	375.0287976
827	374.9446403
828	374.7400566
829	374.6174992
830	374.5035846
831	374.3932074
832	374.3325057
833	374.2482863
834	374.1766743
835	374.0776182
836	373.9589309
837	373.8634248
838	373.7156672
839	373.3698392
840	373.2967297
841	373.1812071
842	373.0824372
843	372.965428
844	372.8910577
845	372.8346726
846	372.7437633
847	372.6705356
848	372.5983757
849	372.4968786
850	372.3846487
851	372.2942727
852	372.22166
853	372.0791815
854	371.9583013
855	371.9030935
856	371.8310544
857	371.752214
858	371.6240329
859	371.5419403
860	371.4720975
861	371.4423017
862	371.3533544
863	371.2422332
864	371.1215164
865	370.9730853
866	370.8960539
867	370.8007256
868	370.7561348
869	370.7017849
870	370.600807
871	370.5463052
872	370.3507411
873	370.2622574
874	370.21647
875	370.1010214
876	370.023749
877	369.9552308
878	369.8260503
879	369.761161
880	369.7027766
881	369.6103022
882	369.535414
883	369.4454976
884	369.1918272
885	369.1067813
886	369.0330013
887	368.9709202
888	368.850972
889	368.7461143
890	368.7072644
891	368.6001024
892	368.5230418
893	368.4578685
894	368.3739842
895	368.2888777
896	368.2462365
897	368.1802617
898	368.1528999
899	368.0871151
900	367.9817503
901	367.915037
902	367.8405421
903	367.7538547
904	367.6436511
905	367.5033544
906	367.4187259
907	367.3528671
908	367.0888783
909	367.0008509
910	366.9117411
911	366.7464325
912	366.6273927
913	366.5067953
914	366.3984242
915	366.3115638
916	366.211518
917	366.1351676
918	366.0240987
919	365.9666334
920	365.842818
921	365.7670446
922	365.6902494
923	365.6236099
924	365.528364
925	365.4449542
926	365.3643556
927	365.2905246
928	365.2308245
929	365.1234145
930	365.0251433
931	364.9414647
932	364.9011748
933	364.8130762
934	364.7487805
935	364.6612831
936	364.5981243
937	364.5033787
938	364.457582
939	364.4000585
940	364.307423
941	364.2368138
942	364.0693619
943	363.9750321
944	363.8627602
945	363.7960491
946	363.7381033
947	363.6527892
948	363.4912925
949	363.3724572
950	363.2627587
951	363.2259012
952	363.1732683
953	363.0698829
954	362.9819388
955	362.9101518
956	362.8012262
957	362.7322497
958	362.6413623
959	362.6024853
960	362.5435989
961	362.4693136
962	362.3247748
963	362.1463257
964	362.1161611
965	362.0794954
966	362.0363374
967	361.9918356
968	361.9123683
969	361.821193
970	361.7866507
971	361.7484048
972	361.6720752
973	361.5851823
974	361.5273489
975	361.4678893
976	361.3954287
977	361.3268497
978	361.275029
979	361.1944696
980	361.1563023
981	361.084103
982	361.0307957
983	360.9345524
984	360.8396851
985	360.7635184
986	360.6328594
987	360.5429613
988	360.4690556
989	360.3810974
990	360.3115863
991	360.2570659
992	360.1555318
993	360.0742082
994	359.9227323
995	359.838758
996	359.7699081
997	359.6268287
998	359.5298008
999	359.460637
